field_device_phone_number,status,role_id
07061540933,allocated,HA-MOL4-ZC-03
07061540934,allocated,HA-MOL4-ZC-04
07061540935,allocated,HA-MOL4-ZC-05
07061540936,allocated,HA-MOL4-ZC-06
07061540937,allocated,HA-MOL4-ZC-07
07061540938,allocated,HA-MOL4-ZC-08
07061540939,allocated,HA-MOL4-ZC-09
07061540940,allocated,HA-MOL4-ZC-10
07061540941,allocated,HA-MOL3
07061540953,allocated,HA-MOL3-ZA
07061540954,allocated,HA-MOL3-ZA-01
07061540955,allocated,HA-MOL3-ZA-02
07061540956,allocated,HA-MOL3-ZA-03
07061540957,allocated,HA-MOL3-ZA-04
07061540958,allocated,HA-MOL3-ZA-05
07061540959,allocated,HA-MOL3-ZA-06
07061540960,allocated,HA-MOL3-ZA-07
07061540961,allocated,HA-MOL3-ZA-08
07061540962,allocated,HA-MOL3-ZA-09
07061540963,allocated,HA-MOL3-ZA-10
07061540975,allocated,HA-MRT4
07061540976,allocated,HA-MRT4-ZA
07061540977,allocated,HA-MRT4-ZA-01
07061540978,allocated,HA-MRT4-ZA-02
07061540979,allocated,HA-MRT4-ZA-03
07061540980,allocated,HA-MRT4-ZA-04
07061540981,allocated,HA-MRT4-ZA-05
07061540982,allocated,HA-MRT4-ZA-06
07061540983,allocated,HA-MRT4-ZA-07
07061540984,allocated,HA-MRT4-ZA-08
07061540985,allocated,HA-MRT4-ZA-09
07061540986,allocated,HA-MRT4-ZA-10
07061540987,allocated,HA-MRT4-ZB
07061540988,allocated,HA-MRT4-ZB-01
07061540989,allocated,HA-MRT4-ZB-02
07061540990,allocated,HA-MRT4-ZB-03
07061540991,allocated,HA-MRT4-ZB-04
07061540992,allocated,HA-MRT4-ZB-05
07061540993,allocated,HA-MRT4-ZB-06
07061540994,allocated,HA-MRT4-ZB-07
07061540995,allocated,HA-MRT4-ZB-08
07061540996,allocated,HA-MRT4-ZB-09
07061540997,allocated,HA-MRT4-ZB-10
07061540998,allocated,HA-MRT4-ZC
07061540999,allocated,HA-MRT4-ZC-01
07061541000,allocated,HA-MRT4-ZC-02
07061541001,allocated,HA-MRT4-ZC-03
07061541002,allocated,HA-MRT4-ZC-04
07061541003,allocated,HA-MRT4-ZC-05
07061541004,allocated,HA-MRT4-ZC-06
07061541005,allocated,HA-MRT4-ZC-07
07061541006,allocated,HA-MRT4-ZC-08
07061541007,allocated,HA-MRT4-ZC-09
07061541008,allocated,HA-MRT4-ZC-10
07061541009,allocated,HA-MRT3
07061541021,allocated,HA-MRT3-ZA
07061541022,allocated,HA-MRT3-ZA-01
07061541023,allocated,HA-MRT3-ZA-02
07061541024,allocated,HA-MRT3-ZA-03
07061541025,allocated,HA-MRT3-ZA-04
07061541026,allocated,HA-MRT3-ZA-05
07061541027,allocated,HA-MRT3-ZA-06
07061541028,allocated,HA-MRT3-ZA-07
07061541029,allocated,HA-MRT3-ZA-08
07061541030,allocated,HA-MRT3-ZA-09
07061541031,allocated,HA-MRT3-ZA-10
07061541043,allocated,HA-MSS4
07061541044,allocated,HA-MSS4-ZA
07061541045,allocated,HA-MSS4-ZA-01
07061541046,allocated,HA-MSS4-ZA-02
07061541047,allocated,HA-MSS4-ZA-03
07061541048,allocated,HA-MSS4-ZA-04
07061541049,allocated,HA-MSS4-ZA-05
07061541050,allocated,HA-MSS4-ZA-06
07061541051,allocated,HA-MSS4-ZA-07
07061541052,allocated,HA-MSS4-ZA-08
07061541053,allocated,HA-MSS4-ZA-09
07061541054,allocated,HA-MSS4-ZA-10
07061541055,allocated,HA-MSS4-ZB
07061541056,allocated,HA-MSS4-ZB-01
07061541057,allocated,HA-MSS4-ZB-02
07061541058,allocated,HA-MSS4-ZB-03
07061541059,allocated,HA-MSS4-ZB-04
07061541060,allocated,HA-MSS4-ZB-05
07061541061,allocated,HA-MSS4-ZB-06
07061541062,allocated,HA-MSS4-ZB-07
07061541063,allocated,HA-MSS4-ZB-08
07061541064,allocated,HA-MSS4-ZB-09
07061541065,allocated,HA-MSS4-ZB-10
07061541066,allocated,HA-MSS4-ZC
07061541067,allocated,HA-MSS4-ZC-01
07061541068,allocated,HA-MSS4-ZC-02
07061541069,allocated,HA-MSS4-ZC-03
07061541070,allocated,HA-MSS4-ZC-04
07061541071,allocated,HA-MSS4-ZC-05
07061541072,allocated,HA-MSS4-ZC-06
07061541073,allocated,HA-MSS4-ZC-07
07061541074,allocated,HA-MSS4-ZC-08
07061541075,allocated,HA-MSS4-ZC-09
07061541076,allocated,HA-MSS4-ZC-10
07061541077,allocated,HA-MSS3
07061541089,allocated,HA-MSS3-ZA
07061541090,allocated,HA-MSS3-ZA-01
07061541091,allocated,HA-MSS3-ZA-02
07061541092,allocated,HA-MSS3-ZA-03
07061541093,allocated,HA-MSS3-ZA-04
07061541094,allocated,HA-MSS3-ZA-05
07061541095,allocated,HA-MSS3-ZA-06
07061541096,allocated,HA-MSS3-ZA-07
07061541097,allocated,HA-MSS3-ZA-08
07061541098,allocated,HA-MSS3-ZA-09
07061541099,allocated,HA-MSS3-ZA-10
07061541111,allocated,HA-MSU4
07061541112,allocated,HA-MSU4-ZA
07061541113,allocated,HA-MSU4-ZA-01
07061541114,allocated,HA-MSU4-ZA-02
07061541115,allocated,HA-MSU4-ZA-03
07061541116,allocated,HA-MSU4-ZA-04
07061541117,allocated,HA-MSU4-ZA-05
07061541118,allocated,HA-MSU4-ZA-06
07061541119,allocated,HA-MSU4-ZA-07
07061541120,allocated,HA-MSU4-ZA-08
07061541121,allocated,HA-MSU4-ZA-09
07061541122,allocated,HA-MSU4-ZA-10
07061541123,allocated,HA-MSU4-ZB
07061541124,allocated,HA-MSU4-ZB-01
07061541125,allocated,HA-MSU4-ZB-02
07061541126,allocated,HA-MSU4-ZB-03
07061541127,allocated,HA-MSU4-ZB-04
07061541128,allocated,HA-MSU4-ZB-05
07061541129,allocated,HA-MSU4-ZB-06
07061541130,allocated,HA-MSU4-ZB-07
07061541131,allocated,HA-MSU4-ZB-08
07061541132,allocated,HA-MSU4-ZB-09
07061541133,allocated,HA-MSU4-ZB-10
07061541134,allocated,HA-MSU4-ZC
07061541135,allocated,HA-MSU4-ZC-01
07061541136,allocated,HA-MSU4-ZC-02
07061541137,allocated,HA-MSU4-ZC-03
07061541138,allocated,HA-MSU4-ZC-04
07061541139,allocated,HA-MSU4-ZC-05
07061541140,allocated,HA-MSU4-ZC-06
07061541141,allocated,HA-MSU4-ZC-07
07061541142,allocated,HA-MSU4-ZC-08
07061541143,allocated,HA-MSU4-ZC-09
07061541144,allocated,HA-MSU4-ZC-10
07061541145,allocated,HA-MSU3
07061541157,allocated,HA-MSU3-ZA
07061541158,allocated,HA-MSU3-ZA-01
07061541159,allocated,HA-MSU3-ZA-02
07061541160,allocated,HA-MSU3-ZA-03
07061541161,allocated,HA-MSU3-ZA-04
07061541162,allocated,HA-MSU3-ZA-05
07061541163,allocated,HA-MSU3-ZA-06
07061541164,allocated,HA-MSU3-ZA-07
07061541165,allocated,HA-MSU3-ZA-08
07061541166,allocated,HA-MSU3-ZA-09
07061541167,allocated,HA-MSU3-ZA-10
07061541179,allocated,HA-NBL4
07061541180,allocated,HA-NBL4-ZA
07061541181,allocated,HA-NBL4-ZA-01
07061541182,allocated,HA-NBL4-ZA-02
07061541183,allocated,HA-NBL4-ZA-03
07061541184,allocated,HA-NBL4-ZA-04
07061541185,allocated,HA-NBL4-ZA-05
07061541186,allocated,HA-NBL4-ZA-06
07061541187,allocated,HA-NBL4-ZA-07
07061541188,allocated,HA-NBL4-ZA-08
07061541189,allocated,HA-NBL4-ZA-09
07061541190,allocated,HA-NBL4-ZA-10
07061541191,allocated,HA-NBL4-ZB
07061541192,allocated,HA-NBL4-ZB-01
07061541193,allocated,HA-NBL4-ZB-02
07061541194,allocated,HA-NBL4-ZB-03
07061541195,allocated,HA-NBL4-ZB-04
07061541196,allocated,HA-NBL4-ZB-05
07061541197,allocated,HA-NBL4-ZB-06
07061541198,allocated,HA-NBL4-ZB-07
07061541199,allocated,HA-NBL4-ZB-08
07061541200,allocated,HA-NBL4-ZB-09
07061541201,allocated,HA-NBL4-ZB-10
07061541202,allocated,HA-NBL4-ZC
07061541203,allocated,HA-NBL4-ZC-01
07061541204,allocated,HA-NBL4-ZC-02
07061541205,allocated,HA-NBL4-ZC-03
07061541206,allocated,HA-NBL4-ZC-04
07061541207,allocated,HA-NBL4-ZC-05
07061541208,allocated,HA-NBL4-ZC-06
07061541209,allocated,HA-NBL4-ZC-07
07061541210,allocated,HA-NBL4-ZC-08
07061541211,allocated,HA-NBL4-ZC-09
07061541212,allocated,HA-NBL4-ZC-10
07061541213,allocated,HA-NBL3
07061541225,allocated,HA-NBL3-ZA
07061541226,allocated,HA-NBL3-ZA-01
07061541227,allocated,HA-NBL3-ZA-02
07061541228,allocated,HA-NBL3-ZA-03
07061541229,allocated,HA-NBL3-ZA-04
07061541230,allocated,HA-NBL3-ZA-05
07061541231,allocated,HA-NBL3-ZA-06
07061541232,allocated,HA-NBL3-ZA-07
07061541233,allocated,HA-NBL3-ZA-08
07061541234,allocated,HA-NBL3-ZA-09
07061541235,allocated,HA-NBL3-ZA-10
07061541247,allocated,HA-NDE4
07061541248,allocated,HA-NDE4-ZA
07061541249,allocated,HA-NDE4-ZA-01
07061541250,allocated,HA-NDE4-ZA-02
07061541251,allocated,HA-NDE4-ZA-03
07061541252,allocated,HA-NDE4-ZA-04
07061541253,allocated,HA-NDE4-ZA-05
07061541254,allocated,HA-NDE4-ZA-06
07061541255,allocated,HA-NDE4-ZA-07
07061541256,allocated,HA-NDE4-ZA-08
07061541257,allocated,HA-NDE4-ZA-09
07061541258,allocated,HA-NDE4-ZA-10
07061541259,allocated,HA-NDE4-ZB
07061541260,allocated,HA-NDE4-ZB-01
07061541261,allocated,HA-NDE4-ZB-02
07061541262,allocated,HA-NDE4-ZB-03
07061541263,allocated,HA-NDE4-ZB-04
07061541264,allocated,HA-NDE4-ZB-05
07061541265,allocated,HA-NDE4-ZB-06
07061541266,allocated,HA-NDE4-ZB-07
07061541267,allocated,HA-NDE4-ZB-08
07061541268,allocated,HA-NDE4-ZB-09
07061541269,allocated,HA-NDE4-ZB-10
07061541270,allocated,HA-NDE4-ZC
07061541271,allocated,HA-NDE4-ZC-01
07061541272,allocated,HA-NDE4-ZC-02
07061541273,allocated,HA-NDE4-ZC-03
07061541274,allocated,HA-NDE4-ZC-04
07061541275,allocated,HA-NDE4-ZC-05
07061541276,allocated,HA-NDE4-ZC-06
07061541277,allocated,HA-NDE4-ZC-07
07061541278,allocated,HA-NDE4-ZC-08
07061541279,allocated,HA-NDE4-ZC-09
07061541280,allocated,HA-NDE4-ZC-10
07061541281,allocated,HA-NDE3
07061541293,allocated,HA-NDE3-ZA
07061541294,allocated,HA-NDE3-ZA-01
07061541295,allocated,HA-NDE3-ZA-02
07061541296,allocated,HA-NDE3-ZA-03
07061541297,allocated,HA-NDE3-ZA-04
07061541298,allocated,HA-NDE3-ZA-05
07061541299,allocated,HA-NDE3-ZA-06
07061541300,allocated,HA-NDE3-ZA-07
07061541301,allocated,HA-NDE3-ZA-08
07061541302,allocated,HA-NDE3-ZA-09
07061541303,allocated,HA-NDE3-ZA-10
07061541315,allocated,HA-NDO4
07061541316,allocated,HA-NDO4-ZA
07061541317,allocated,HA-NDO4-ZA-01
07061541318,allocated,HA-NDO4-ZA-02
07061541319,allocated,HA-NDO4-ZA-03
07061541320,allocated,HA-NDO4-ZA-04
07061541321,allocated,HA-NDO4-ZA-05
07061541322,allocated,HA-NDO4-ZA-06
07061541323,allocated,HA-NDO4-ZA-07
07061541324,allocated,HA-NDO4-ZA-08
07061541325,allocated,HA-NDO4-ZA-09
07061541326,allocated,HA-NDO4-ZA-10
07061541327,allocated,HA-NDO4-ZB
07061541328,allocated,HA-NDO4-ZB-01
07061541329,allocated,HA-NDO4-ZB-02
07061541330,allocated,HA-NDO4-ZB-03
07061541331,allocated,HA-NDO4-ZB-04
07061541332,allocated,HA-NDO4-ZB-05
07061541333,allocated,HA-NDO4-ZB-06
07061541334,allocated,HA-NDO4-ZB-07
07061541335,allocated,HA-NDO4-ZB-08
07061541336,allocated,HA-NDO4-ZB-09
07061541337,allocated,HA-NDO4-ZB-10
07061541338,allocated,HA-NDO4-ZC
07061541339,allocated,HA-NDO4-ZC-01
07061541340,allocated,HA-NDO4-ZC-02
07061541341,allocated,HA-NDO4-ZC-03
07061541342,allocated,HA-NDO4-ZC-04
07061541343,allocated,HA-NDO4-ZC-05
07061541344,allocated,HA-NDO4-ZC-06
07061541345,allocated,HA-NDO4-ZC-07
07061541346,allocated,HA-NDO4-ZC-08
07061541347,allocated,HA-NDO4-ZC-09
07061541348,allocated,HA-NDO4-ZC-10
07061541349,allocated,HA-NDO3
07061541361,allocated,HA-NDO3-ZA
07061541362,allocated,HA-NDO3-ZA-01
07061541363,allocated,HA-NDO3-ZA-02
07061541364,allocated,HA-NDO3-ZA-03
07061541365,allocated,HA-NDO3-ZA-04
07061541366,allocated,HA-NDO3-ZA-05
07061541367,allocated,HA-NDO3-ZA-06
07061541368,allocated,HA-NDO3-ZA-07
07061541369,allocated,HA-NDO3-ZA-08
07061541370,allocated,HA-NDO3-ZA-09
07061541371,allocated,HA-NDO3-ZA-10
07061541383,allocated,HA-NEA4
07061541384,allocated,HA-NEA4-ZA
07061541385,allocated,HA-NEA4-ZA-01
07061541386,allocated,HA-NEA4-ZA-02
07061541387,allocated,HA-NEA4-ZA-03
07061541388,allocated,HA-NEA4-ZA-04
07061541389,allocated,HA-NEA4-ZA-05
07061541390,allocated,HA-NEA4-ZA-06
07061541391,allocated,HA-NEA4-ZA-07
07061541392,allocated,HA-NEA4-ZA-08
07061541393,allocated,HA-NEA4-ZA-09
07061541394,allocated,HA-NEA4-ZA-10
07061541395,allocated,HA-NEA4-ZB
07061541396,allocated,HA-NEA4-ZB-01
07061541397,allocated,HA-NEA4-ZB-02
07061541398,allocated,HA-NEA4-ZB-03
07061541399,allocated,HA-NEA4-ZB-04
07061541400,allocated,HA-NEA4-ZB-05
07061541401,allocated,HA-NEA4-ZB-06
07061541402,allocated,HA-NEA4-ZB-07
07061541403,allocated,HA-NEA4-ZB-08
07061541404,allocated,HA-NEA4-ZB-09
07061541405,allocated,HA-NEA4-ZB-10
07061541406,allocated,HA-NEA4-ZC
07061541407,allocated,HA-NEA4-ZC-01
07061541408,allocated,HA-NEA4-ZC-02
07061541409,allocated,HA-NEA4-ZC-03
07061541410,allocated,HA-NEA4-ZC-04
07061541411,allocated,HA-NEA4-ZC-05
07061541412,allocated,HA-NEA4-ZC-06
07061541413,allocated,HA-NEA4-ZC-07
07061541414,allocated,HA-NEA4-ZC-08
07061541415,allocated,HA-NEA4-ZC-09
07061541416,allocated,HA-NEA4-ZC-10
07061541417,allocated,HA-NEA3
07061541429,allocated,HA-NEA3-ZA
07061541430,allocated,HA-NEA3-ZA-01
07061541431,allocated,HA-NEA3-ZA-02
07061541432,allocated,HA-NEA3-ZA-03
07061541433,allocated,HA-NEA3-ZA-04
07061541434,allocated,HA-NEA3-ZA-05
07061541435,allocated,HA-NEA3-ZA-06
07061541436,allocated,HA-NEA3-ZA-07
07061541437,allocated,HA-NEA3-ZA-08
07061541438,allocated,HA-NEA3-ZA-09
07061541439,allocated,HA-NEA3-ZA-10
07061541451,allocated,HA-NEC4
07061541452,allocated,HA-NEC4-ZA
07061541453,allocated,HA-NEC4-ZA-01
07061541454,allocated,HA-NEC4-ZA-02
07061541455,allocated,HA-NEC4-ZA-03
07061541456,allocated,HA-NEC4-ZA-04
07061541457,allocated,HA-NEC4-ZA-05
07061541458,allocated,HA-NEC4-ZA-06
07061541459,allocated,HA-NEC4-ZA-07
07061541460,allocated,HA-NEC4-ZA-08
07061541461,allocated,HA-NEC4-ZA-09
07061541462,allocated,HA-NEC4-ZA-10
07061541463,allocated,HA-NEC4-ZB
07061541464,allocated,HA-NEC4-ZB-01
07061541465,allocated,HA-NEC4-ZB-02
07061541466,allocated,HA-NEC4-ZB-03
07061541467,allocated,HA-NEC4-ZB-04
07061541468,allocated,HA-NEC4-ZB-05
07061541469,allocated,HA-NEC4-ZB-06
07061541470,allocated,HA-NEC4-ZB-07
07061541471,allocated,HA-NEC4-ZB-08
07061541472,allocated,HA-NEC4-ZB-09
07061541473,allocated,HA-NEC4-ZB-10
07061541474,allocated,HA-NEC4-ZC
07061541475,allocated,HA-NEC4-ZC-01
07061541476,allocated,HA-NEC4-ZC-02
07061541477,allocated,HA-NEC4-ZC-03
07061541478,allocated,HA-NEC4-ZC-04
07061541479,allocated,HA-NEC4-ZC-05
07061541480,allocated,HA-NEC4-ZC-06
07061541481,allocated,HA-NEC4-ZC-07
07061541482,allocated,HA-NEC4-ZC-08
07061541483,allocated,HA-NEC4-ZC-09
07061541484,allocated,HA-NEC4-ZC-10
07061541485,allocated,HA-NEC3
07061541497,allocated,HA-NEC3-ZA
07061541498,allocated,HA-NEC3-ZA-01
07061541499,allocated,HA-NEC3-ZA-02
07061541500,allocated,HA-NEC3-ZA-03
07061541501,allocated,HA-NEC3-ZA-04
07061541502,allocated,HA-NEC3-ZA-05
07061541503,allocated,HA-NEC3-ZA-06
07061541504,allocated,HA-NEC3-ZA-07
07061541505,allocated,HA-NEC3-ZA-08
07061541506,allocated,HA-NEC3-ZA-09
07061541507,allocated,HA-NEC3-ZA-10
07061541519,allocated,HA-NED4
07061541520,allocated,HA-NED4-ZA
07061541521,allocated,HA-NED4-ZA-01
07061541522,allocated,HA-NED4-ZA-02
07061541523,allocated,HA-NED4-ZA-03
07061541524,allocated,HA-NED4-ZA-04
07061541525,allocated,HA-NED4-ZA-05
07061541526,allocated,HA-NED4-ZA-06
07061541527,allocated,HA-NED4-ZA-07
07061541528,allocated,HA-NED4-ZA-08
07061541529,allocated,HA-NED4-ZA-09
07061541530,allocated,HA-NED4-ZA-10
07061541531,allocated,HA-NED4-ZB
07061541532,allocated,HA-NED4-ZB-01
07061541533,allocated,HA-NED4-ZB-02
07061541534,allocated,HA-NED4-ZB-03
07061541535,allocated,HA-NED4-ZB-04
07061541536,allocated,HA-NED4-ZB-05
07061541537,allocated,HA-NED4-ZB-06
07061541538,allocated,HA-NED4-ZB-07
07061541539,allocated,HA-NED4-ZB-08
07061541540,allocated,HA-NED4-ZB-09
07061541541,allocated,HA-NED4-ZB-10
07061541542,allocated,HA-NED4-ZC
07061541543,allocated,HA-NED4-ZC-01
07061541544,allocated,HA-NED4-ZC-02
07061541545,allocated,HA-NED4-ZC-03
07061541546,allocated,HA-NED4-ZC-04
07061541547,allocated,HA-NED4-ZC-05
07061541548,allocated,HA-NED4-ZC-06
07061541549,allocated,HA-NED4-ZC-07
07061541550,allocated,HA-NED4-ZC-08
07061541551,allocated,HA-NED4-ZC-09
07061541552,allocated,HA-NED4-ZC-10
07061541553,allocated,HA-NED3
07061541565,allocated,HA-NED3-ZA
07061541566,allocated,HA-NED3-ZA-01
07061541567,allocated,HA-NED3-ZA-02
07061541568,allocated,HA-NED3-ZA-03
07061541569,allocated,HA-NED3-ZA-04
07061541570,allocated,HA-NED3-ZA-05
07061541571,allocated,HA-NED3-ZA-06
07061541572,allocated,HA-NED3-ZA-07
07061541573,allocated,HA-NED3-ZA-08
07061541574,allocated,HA-NED3-ZA-09
07061541575,allocated,HA-NED3-ZA-10
07061541587,allocated,HA-NEL4
07061541588,allocated,HA-NEL4-ZA
07061541589,allocated,HA-NEL4-ZA-01
07061541590,allocated,HA-NEL4-ZA-02
07061541591,allocated,HA-NEL4-ZA-03
07061541592,allocated,HA-NEL4-ZA-04
07061541593,allocated,HA-NEL4-ZA-05
07061541594,allocated,HA-NEL4-ZA-06
07061541595,allocated,HA-NEL4-ZA-07
07061541596,allocated,HA-NEL4-ZA-08
07061541597,allocated,HA-NEL4-ZA-09
07061541598,allocated,HA-NEL4-ZA-10
07061541599,allocated,HA-NEL4-ZB
07061541600,allocated,HA-NEL4-ZB-01
07061541601,allocated,HA-NEL4-ZB-02
07061541602,allocated,HA-NEL4-ZB-03
07061541603,allocated,HA-NEL4-ZB-04
07061541604,allocated,HA-NEL4-ZB-05
07061541605,allocated,HA-NEL4-ZB-06
07061541606,allocated,HA-NEL4-ZB-07
07061541607,allocated,HA-NEL4-ZB-08
07061541608,allocated,HA-NEL4-ZB-09
07061541609,allocated,HA-NEL4-ZB-10
07061541610,allocated,HA-NEL4-ZC
07061541611,allocated,HA-NEL4-ZC-01
07061541612,allocated,HA-NEL4-ZC-02
07061541613,allocated,HA-NEL4-ZC-03
07061541614,allocated,HA-NEL4-ZC-04
07061541615,allocated,HA-NEL4-ZC-05
07061541616,allocated,HA-NEL4-ZC-06
07061541617,allocated,HA-NEL4-ZC-07
07061541618,allocated,HA-NEL4-ZC-08
07061541619,allocated,HA-NEL4-ZC-09
07061541620,allocated,HA-NEL4-ZC-10
07061541621,allocated,HA-NEL3
07061541633,allocated,HA-NEL3-ZA
07061541634,allocated,HA-NEL3-ZA-01
07061541635,allocated,HA-NEL3-ZA-02
07061541636,allocated,HA-NEL3-ZA-03
07061541637,allocated,HA-NEL3-ZA-04
07061541638,allocated,HA-NEL3-ZA-05
07061541639,allocated,HA-NEL3-ZA-06
07061541640,allocated,HA-NEL3-ZA-07
07061541641,allocated,HA-NEL3-ZA-08
07061541642,allocated,HA-NEL3-ZA-09
07061541643,allocated,HA-NEL3-ZA-10
07061541655,allocated,HA-NET4
07061541656,allocated,HA-NET4-ZA
07061541657,allocated,HA-NET4-ZA-01
07061541658,allocated,HA-NET4-ZA-02
07061541659,allocated,HA-NET4-ZA-03
07061541660,allocated,HA-NET4-ZA-04
07061541661,allocated,HA-NET4-ZA-05
07061541662,allocated,HA-NET4-ZA-06
07061541663,allocated,HA-NET4-ZA-07
07061541664,allocated,HA-NET4-ZA-08
07061541665,allocated,HA-NET4-ZA-09
07061541666,allocated,HA-NET4-ZA-10
07061541667,allocated,HA-NET4-ZB
07061541668,allocated,HA-NET4-ZB-01
07061541669,allocated,HA-NET4-ZB-02
07061541670,allocated,HA-NET4-ZB-03
07061541671,allocated,HA-NET4-ZB-04
07061541672,allocated,HA-NET4-ZB-05
07061541673,allocated,HA-NET4-ZB-06
07061541674,allocated,HA-NET4-ZB-07
07061541675,allocated,HA-NET4-ZB-08
07061541676,allocated,HA-NET4-ZB-09
07061541677,allocated,HA-NET4-ZB-10
07061541678,allocated,HA-NET4-ZC
07061541679,allocated,HA-NET4-ZC-01
07061541680,allocated,HA-NET4-ZC-02
07061541681,allocated,HA-NET4-ZC-03
07061541682,allocated,HA-NET4-ZC-04
07061541683,allocated,HA-NET4-ZC-05
07061541684,allocated,HA-NET4-ZC-06
07061541685,allocated,HA-NET4-ZC-07
07061541686,allocated,HA-NET4-ZC-08
07061541687,allocated,HA-NET4-ZC-09
07061541688,allocated,HA-NET4-ZC-10
07061541689,allocated,HA-NET3
07061541701,allocated,HA-NET3-ZA
07061541702,allocated,HA-NET3-ZA-01
07061541703,allocated,HA-NET3-ZA-02
07061541704,allocated,HA-NET3-ZA-03
07061541705,allocated,HA-NET3-ZA-04
07061541706,allocated,HA-NET3-ZA-05
07061541707,allocated,HA-NET3-ZA-06
07061541708,allocated,HA-NET3-ZA-07
07061541709,allocated,HA-NET3-ZA-08
07061541710,allocated,HA-NET3-ZA-09
07061541711,allocated,HA-NET3-ZA-10
07061541723,allocated,HA-NEW4
07061541724,allocated,HA-NEW4-ZA
07061541725,allocated,HA-NEW4-ZA-01
07061541726,allocated,HA-NEW4-ZA-02
07061541727,allocated,HA-NEW4-ZA-03
07061541728,allocated,HA-NEW4-ZA-04
07061541729,allocated,HA-NEW4-ZA-05
07061541730,allocated,HA-NEW4-ZA-06
07061541731,allocated,HA-NEW4-ZA-07
07061541732,allocated,HA-NEW4-ZA-08
07061541733,allocated,HA-NEW4-ZA-09
07061541734,allocated,HA-NEW4-ZA-10
07061541735,allocated,HA-NEW4-ZB
07061541736,allocated,HA-NEW4-ZB-01
07061541737,allocated,HA-NEW4-ZB-02
07061541738,allocated,HA-NEW4-ZB-03
07061541739,allocated,HA-NEW4-ZB-04
07061541740,allocated,HA-NEW4-ZB-05
07061541741,allocated,HA-NEW4-ZB-06
07061541742,allocated,HA-NEW4-ZB-07
07061541743,allocated,HA-NEW4-ZB-08
07061541744,allocated,HA-NEW4-ZB-09
07061541745,allocated,HA-NEW4-ZB-10
07061541746,allocated,HA-NEW4-ZC
07061541747,allocated,HA-NEW4-ZC-01
07061541748,allocated,HA-NEW4-ZC-02
07061541749,allocated,HA-NEW4-ZC-03
07061541750,allocated,HA-NEW4-ZC-04
07061541751,allocated,HA-NEW4-ZC-05
07061541752,allocated,HA-NEW4-ZC-06
07061541753,allocated,HA-NEW4-ZC-07
07061541754,allocated,HA-NEW4-ZC-08
07061541755,allocated,HA-NEW4-ZC-09
07061541756,allocated,HA-NEW4-ZC-10
07061541757,allocated,HA-NEW3
07061541769,allocated,HA-NEW3-ZA
07061541770,allocated,HA-NEW3-ZA-01
07061541771,allocated,HA-NEW3-ZA-02
07061541772,allocated,HA-NEW3-ZA-03
07061541773,allocated,HA-NEW3-ZA-04
07061541774,allocated,HA-NEW3-ZA-05
07061541775,allocated,HA-NEW3-ZA-06
07061541776,allocated,HA-NEW3-ZA-07
07061541777,allocated,HA-NEW3-ZA-08
07061541778,allocated,HA-NEW3-ZA-09
07061541779,allocated,HA-NEW3-ZA-10
07061541791,allocated,HA-NFK4
07061541792,allocated,HA-NFK4-ZA
07061541793,allocated,HA-NFK4-ZA-01
07061541794,allocated,HA-NFK4-ZA-02
07061541795,allocated,HA-NFK4-ZA-03
07061541796,allocated,HA-NFK4-ZA-04
07061541797,allocated,HA-NFK4-ZA-05
07061541798,allocated,HA-NFK4-ZA-06
07061541799,allocated,HA-NFK4-ZA-07
07061541800,allocated,HA-NFK4-ZA-08
07061541801,allocated,HA-NFK4-ZA-09
07061541802,allocated,HA-NFK4-ZA-10
07061541803,allocated,HA-NFK4-ZB
07061541804,allocated,HA-NFK4-ZB-01
07061541805,allocated,HA-NFK4-ZB-02
07061541806,allocated,HA-NFK4-ZB-03
07061541807,allocated,HA-NFK4-ZB-04
07061541808,allocated,HA-NFK4-ZB-05
07061541809,allocated,HA-NFK4-ZB-06
07061541810,allocated,HA-NFK4-ZB-07
07061541811,allocated,HA-NFK4-ZB-08
07061541812,allocated,HA-NFK4-ZB-09
07061541813,allocated,HA-NFK4-ZB-10
07061541814,allocated,HA-NFK4-ZC
07061541815,allocated,HA-NFK4-ZC-01
07061541816,allocated,HA-NFK4-ZC-02
07061541817,allocated,HA-NFK4-ZC-03
07061541818,allocated,HA-NFK4-ZC-04
07061541819,allocated,HA-NFK4-ZC-05
07061541820,allocated,HA-NFK4-ZC-06
07061541821,allocated,HA-NFK4-ZC-07
07061541822,allocated,HA-NFK4-ZC-08
07061541823,allocated,HA-NFK4-ZC-09
07061541824,allocated,HA-NFK4-ZC-10
07061541825,allocated,HA-NFK3
07061541837,allocated,HA-NFK3-ZA
07061541838,allocated,HA-NFK3-ZA-01
07061541839,allocated,HA-NFK3-ZA-02
07061541840,allocated,HA-NFK3-ZA-03
07061541841,allocated,HA-NFK3-ZA-04
07061541842,allocated,HA-NFK3-ZA-05
07061541843,allocated,HA-NFK3-ZA-06
07061541844,allocated,HA-NFK3-ZA-07
07061541845,allocated,HA-NFK3-ZA-08
07061541846,allocated,HA-NFK3-ZA-09
07061541847,allocated,HA-NFK3-ZA-10
07061541859,allocated,HA-NGM4
07061541860,allocated,HA-NGM4-ZA
07061541861,allocated,HA-NGM4-ZA-01
07061541862,allocated,HA-NGM4-ZA-02
07061541863,allocated,HA-NGM4-ZA-03
07061541864,allocated,HA-NGM4-ZA-04
